"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","stimulus","key_press","response","button_pressed","reward_s01","reward_s02","feedback01","feedback02","listcross"
"html-keyboard-response","209","603863","0.0-38.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-50.4</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","210","604872","0.0-38.0-2.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","211","608385","0.0-38.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","212","609777","0.0-38.0-0.2","","1388.9899999994086","","","","4","50","111","111","0","7"
"html-keyboard-response","213","614283","0.0-38.0-1.2","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥111</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","214","615292","0.0-38.0-2.2","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥111</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","215","620203","0.0-38.0-3.2","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","216","622213","0.0-39.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","217","624693","0.0-39.0-1.0","","2478.660000000731","<p>今どれくらい楽しいかを教えてください</p>","","78","","","","","",""
"html-keyboard-response","218","630307","0.0-39.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","219","631313","0.0-40.0-0.0","","1003.6199999995297","","","","4","30","0","94.8","0","7"
"html-keyboard-response","220","635817","0.0-40.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥94.8</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","221","636820","0.0-40.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","222","643821","0.0-40.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","223","645230","0.0-40.0-0.1","","1407.709999999497","","","","1","20","36.4","36.4","0","8"
"html-keyboard-response","224","649739","0.0-40.0-1.1","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥20</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","225","650750","0.0-40.0-2.1","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥20</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","226","655651","0.0-40.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","227","657666","0.0-41.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","228","659253","0.0-41.0-1.0","","1585.7799999994459","<p>今どれくらい楽しいかを教えてください</p>","","76","","","","","",""
"html-keyboard-response","229","664155","0.0-41.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","230","666207","0.0-42.0-0.0","","2050.299999998999","","","","1","-60","0","0","-168","6"
"html-keyboard-response","231","670719","0.0-42.0-1.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","232","671731","0.0-42.0-2.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","233","676632","0.0-42.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","234","677817","0.0-42.0-0.1","","1183.074999999022","","","","4","60","189.6","189.6","0","8"
"html-keyboard-response","235","682323","0.0-42.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥189.6</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","236","683333","0.0-42.0-2.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥189.6</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","237","685445","0.0-42.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","238","688449","0.0-42.0-0.2","","null","","","","null","0","-220","220","-220","4"
"html-keyboard-response","239","692963","0.0-42.0-1.2","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-220</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","240","693966","0.0-42.0-2.2","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-220</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","241","698868","0.0-42.0-3.2","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","242","700869","0.0-43.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","243","703018","0.0-43.0-1.0","","2148.719999999157","<p>今どれくらい楽しいかを教えてください</p>","","80","","","","","",""
"html-keyboard-response","244","707931","0.0-43.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","245","709183","0.0-44.0-0.0","","1251.3699999999953","","","","4","0","60","60","-60","4"
"html-keyboard-response","246","713700","0.0-44.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥60</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","247","714705","0.0-44.0-2.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","248","718215","0.0-44.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","249","720734","0.0-44.0-0.1","","2517.130000000121","","","","4","-30","0","0","-66","8"
"html-keyboard-response","250","725247","0.0-44.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-66</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","251","726264","0.0-44.0-2.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","252","731165","0.0-44.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","253","733177","0.0-45.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","254","736814","0.0-45.0-1.0","","3636.474999999278","<p>今どれくらい楽しいかを教えてください</p>","","24","","","","","",""
"html-keyboard-response","255","743826","0.0-45.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","256","745519","0.0-46.0-0.0","","1691.4349999988917","","","","4","30","66.6","66.6","0","6"
"html-keyboard-response","257","750029","0.0-46.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥66.6</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","258","751042","0.0-46.0-2.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥66.6</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","259","755943","0.0-46.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","260","756967","0.0-46.0-0.1","","1022.0250000002561","","","","4","60","0","109.2","0","6"
"html-keyboard-response","261","761473","0.0-46.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥109.2</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","262","762478","0.0-46.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","263","766680","0.0-46.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","264","768683","0.0-47.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","265","772685","0.0-47.0-1.0","","null","<p>今どれくらい楽しいかを教えてください</p>","","null","","","","","",""
"html-keyboard-response","266","774788","0.0-47.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","267","776738","0.0-48.0-0.0","","1947.7850000002654","","","","4","50","0","110","0","4"
"html-keyboard-response","268","781254","0.0-48.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥110</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","269","782255","0.0-48.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","270","784355","0.0-48.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","271","785809","0.0-48.0-0.1","","1451.5999999984633","","","","2","0","60","60","-60","6"
"html-keyboard-response","272","790312","0.0-48.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥60</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","273","791324","0.0-48.0-2.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","274","793440","0.0-48.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","275","795576","0.0-48.0-0.2","","2134.0500000006286","","","","4","0","6","6","-6","9"
"html-keyboard-response","276","800087","0.0-48.0-1.2","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥6</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-6</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","277","801099","0.0-48.0-2.2","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥6</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","278","803907","0.0-48.0-3.2","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","279","805908","0.0-49.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","280","807372","0.0-49.0-1.0","","1463.5099999995437","<p>今どれくらい楽しいかを教えてください</p>","","50","","","","","",""
"html-keyboard-response","281","812973","0.0-49.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-keyboard-response","282","814961","0.0-50.0-0.0","","1987.6299999996554","<p style='text-align:left'>今から5分休憩に入ります</p><p style='text-align:left'>休憩がいらないならスペースキーを押してください</p>","32","","","","","","",""
"html-keyboard-response","283","819962","0.0-50.0-1.0","","null","<p style='text-align:left'>5秒内に実験に入ります</p>","null","","","","","","",""
"html-button-response","284","822137","0.0-51.0-0.0","","2173.494999999064","","","","1","-20","0","0","-56","5"
"html-keyboard-response","285","826647","0.0-51.0-1.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-20</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","286","827655","0.0-51.0-2.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-20</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","287","833255","0.0-51.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","288","834204","0.0-51.0-0.1","","946.40500000061","","","","4","0","-15","15","-15","7"
"html-keyboard-response","289","838712","0.0-51.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥15</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-15</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","290","839715","0.0-51.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-15</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","291","844628","0.0-51.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","292","846633","0.0-52.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","293","847725","0.0-52.0-1.0","","1091.9400000002934","<p>今どれくらい楽しいかを教えてください</p>","","44","","","","","",""
"html-keyboard-response","294","851227","0.0-52.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","295","852911","0.0-53.0-0.0","","1681.7350000001024","","","","4","40","0","112","0","3"
"html-keyboard-response","296","857419","0.0-53.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥112</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","297","858420","0.0-53.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","298","862627","0.0-53.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","299","864790","0.0-53.0-0.1","","2160.675000000978","","","","4","20","33.6","33.6","0","4"
"html-keyboard-response","300","869303","0.0-53.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥33.6</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","301","870304","0.0-53.0-2.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥33.6</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","302","873815","0.0-53.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","303","875508","0.0-53.0-0.2","","1690.3300000012387","","","","1","-50","0","0","-140","9"
"html-keyboard-response","304","880019","0.0-53.0-1.2","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-50</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","305","881031","0.0-53.0-2.2","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-50</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","306","883832","0.0-53.0-3.2","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","307","885834","0.0-54.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","308","888196","0.0-54.0-1.0","","2361.6400000009453","<p>今どれくらい楽しいかを教えてください</p>","","61","","","","","",""
"html-keyboard-response","309","892407","0.0-54.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","310","894242","0.0-55.0-0.0","","1832.9300000005169","","","","4","0","-96","96","-96","6"
"html-keyboard-response","311","898747","0.0-55.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥96</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-96</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","312","899761","0.0-55.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-96</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","313","902567","0.0-55.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","314","904074","0.0-55.0-0.1","","1503.8299999997253","","","","4","30","0","84","0","4"
"html-keyboard-response","315","908585","0.0-55.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥84</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","316","909589","0.0-55.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","317","915198","0.0-55.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","318","916840","0.0-55.0-0.2","","1639.329999999958","","","","4","0","60","60","-60","8"
"html-keyboard-response","319","921352","0.0-55.0-1.2","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥60</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","320","922357","0.0-55.0-2.2","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","321","927964","0.0-55.0-3.2","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","322","929972","0.0-56.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","323","933973","0.0-56.0-1.0","","null","<p>今どれくらい楽しいかを教えてください</p>","","null","","","","","",""
"html-keyboard-response","324","940974","0.0-56.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","325","942302","0.0-57.0-0.0","","1325.405000001425","","","","1","-40","0","0","-144","3"
"html-keyboard-response","326","946812","0.0-57.0-1.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-40</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","327","947822","0.0-57.0-2.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-40</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","328","951323","0.0-57.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","329","953369","0.0-57.0-0.1","","2043.6100000006845","","","","4","-40","-99.2","0","-99.2","4"
"html-keyboard-response","330","957873","0.0-57.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-99.2</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","331","958878","0.0-57.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-99.2</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","332","965186","0.0-57.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","333","967187","0.0-58.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","334","969524","0.0-58.0-1.0","","2336.315000000526","<p>今どれくらい楽しいかを教えてください</p>","","77","","","","","",""
"html-keyboard-response","335","974439","0.0-58.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","336","976783","0.0-59.0-0.0","","2342.7449999999953","","","","4","-30","-94.8","0","-94.8","8"
"html-keyboard-response","337","981295","0.0-59.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-94.8</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","338","982305","0.0-59.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-94.8</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","339","985122","0.0-59.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","340","987298","0.0-59.0-0.1","","2173.8800000002375","","","","4","-30","-74.4","0","-74.4","7"
